Nombre,Latitud,Longitud,Municipio,Departamento,Provincia
LA VERDE,"-35,7960497","-58,5902581",GENERAL BELGRANO,GENERAL BELGRANO,BUENOS AIRES
GORCHS,"-35,673372963","-58,958299957",GENERAL BELGRANO,GENERAL BELGRANO,BUENOS AIRES
EL DESCANSO,"-35,780645752","-58,495208405",GENERAL BELGRANO,GENERAL BELGRANO,BUENOS AIRES
COLONIA EL SALADO,"-35,848590002","-58,416280028",GENERAL BELGRANO,GENERAL BELGRANO,BUENOS AIRES
LAVALLE,"-29,02498125","-59,18185701",LAVALLE,LAVALLE,CORRIENTES
PUERTO VIEJO,"-29,0035214","-59,1726468",LAVALLE,LAVALLE,CORRIENTES
LA LOMA,"-28,9843867","-59,1486856",LAVALLE,LAVALLE,CORRIENTES
RINCON DE SANTA LUCIA,"-29,023997348","-59,143363895",LAVALLE,LAVALLE,CORRIENTES
RINCON DE SOTO,"-29,065367","-59,2059937",LAVALLE,LAVALLE,CORRIENTES
ENRIQUE URIEN,"-27,558725149","-60,525990754",ENRIQUE URIEN,MAYOR LUIS J FONTANA,CHACO
LA VIRUELA,"-27,864801534","-60,367819508",ENRIQUE URIEN,MAYOR LUIS J FONTANA,CHACO
LA MANUELA,"-27,87571085","-60,648021505",ENRIQUE URIEN,MAYOR LUIS J FONTANA,CHACO
LA CARLOTA,"-27,644956582","-60,707730774",ENRIQUE URIEN,MAYOR LUIS J FONTANA,CHACO
CAMPO COLLA,"-31,768503","-61,3988686",SANTA CLARA DE BUENA VISTA,LAS COLONIAS,SANTA FE
LAS HIGUERITAS,"-31,8169489","-61,1663277",SANTA CLARA DE BUENA VISTA,LAS COLONIAS,SANTA FE
CORONEL RODRIGUEZ,"-31,7032972","-61,2418905",SANTA CLARA DE BUENA VISTA,LAS COLONIAS,SANTA FE
SANTA CLARA DE BUENA VISTA,"-31,76579633","-61,321023639",SANTA CLARA DE BUENA VISTA,LAS COLONIAS,SANTA FE
EL MOJON,"-30,088494983","-63,453583662",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
EL GUANACO,"-29,954778771","-63,333269786",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
LA MAZA,"-30,148834229","-63,717662811",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
SANTA CATALINA,"-29,899700165","-63,525772095",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
LA PIEDRA BLANCA,"-29,958992368","-63,829392382",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
AGUA DE ORO,"-29,8135599","-63,75524",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
POZO DE MOLINA,"-29,951206207","-63,025436401",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
POZO DEL SIMBOL,"-29,852395572","-63,086078117",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
EL JORDAN,"-29,89233017","-63,827648163",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
LA BARRANCA,"-29,670793014","-63,72388041",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
POZO DE LAS OLLAS,"-30,017289173","-63,053073115",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
PUNTA DEL MONTE,"-29,720791317","-63,582044188",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
LA VICTORIA,"-30,139223099","-63,438087463",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
SAN MIGUEL,"-29,787164688","-63,731506348",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
ALTO DE FIERRO,"-29,701099214","-63,614692906",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
SANTA ISABEL,"-29,773042678","-63,455763055",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
LA PENCA,"-30,1320698","-63,5176265",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
SAN ANTONIO,"-29,757294391","-63,39076668",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
LA VICTORIA OESTE,"-30,182365813","-63,484456548",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
CAMPO GRANDE,"-30,049170141","-63,544547132",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
LA VICTORIA (E),"-30,135083115","-63,442940927",AREA SIN GOBIERNO,RIO SECO,CÓRDOBA
3 DE MAYO,"-26,785012551","-54,901151033",GARUHAPE,LIBERTADOR GENERAL SAN MARTÍN,MISIONES
GARUHAPE,"-26,818682882","-54,957612007",GARUHAPE,LIBERTADOR GENERAL SAN MARTÍN,MISIONES
SAN MIGUEL,"-26,853336701","-54,88929241",GARUHAPE,LIBERTADOR GENERAL SAN MARTÍN,MISIONES
PUERTO GARUHAPE,"-26,793895721","-54,966495514",GARUHAPE,LIBERTADOR GENERAL SAN MARTÍN,MISIONES
SALSACATE,"-31,315161675","-65,091026059",SALSACATE,POCHO,CÓRDOBA
VILLA VISO,"-31,357051652","-65,101950716",SALSACATE,POCHO,CÓRDOBA
CASA BLANCA,"-31,373725053","-65,158272",SALSACATE,POCHO,CÓRDOBA
TANINGA,"-31,345400053","-65,080116874",SALSACATE,POCHO,CÓRDOBA
PUEBLO VIEJO,"-32,847225189","-62,834190369",AREA SIN GOBIERNO,UNION,CÓRDOBA
SAN EUSEBIO,"-32,237827301","-62,487499237",AREA SIN GOBIERNO,UNION,CÓRDOBA
LAS LAGUNITAS,"-32,724636034","-62,925200879",AREA SIN GOBIERNO,UNION,CÓRDOBA
LA TIGRA,"-32,036872223","-62,468902893",AREA SIN GOBIERNO,UNION,CÓRDOBA
COLONIA LA VERDE,"-32,761426847","-62,4990827",AREA SIN GOBIERNO,UNION,CÓRDOBA
COLONIA MARCOS SASTRE,"-32,539891132","-62,417149197",AREA SIN GOBIERNO,UNION,CÓRDOBA
CAMPO LOS CORRALITOS,"-32,9425718","-62,6497689",AREA SIN GOBIERNO,UNION,CÓRDOBA
COLONIA EL DORADO,"-33,8033612","-62,8044841",AREA SIN GOBIERNO,UNION,CÓRDOBA
CAMPO LOS ALGARROBOS,"-32,951595809","-62,50754552",AREA SIN GOBIERNO,UNION,CÓRDOBA
COLONIA LA CONCORDIA,"-32,6640192","-62,7458186",AREA SIN GOBIERNO,UNION,CÓRDOBA
SAN MELITON,"-33,551448822","-62,734004974",AREA SIN GOBIERNO,UNION,CÓRDOBA
CAYUQUEO,"-32,8009107","-63,1176321",AREA SIN GOBIERNO,UNION,CÓRDOBA
CAMPO COSTA,"-33,4792553","-62,9564065",AREA SIN GOBIERNO,UNION,CÓRDOBA
COLONIA LA UNION,"-32,970558162","-62,868255574",AREA SIN GOBIERNO,UNION,CÓRDOBA
LA HERRADURA,"-32,548580177","-63,119600141",AREA SIN GOBIERNO,UNION,CÓRDOBA
SAN SEVERO,"-33,538325471","-63,047927679",AREA SIN GOBIERNO,UNION,CÓRDOBA
CAMPO SANTA RITA,"-32,662101492","-62,450894402",AREA SIN GOBIERNO,UNION,CÓRDOBA
COLONIA 10 DE MAYO,"-32,520112892","-62,507923349",AREA SIN GOBIERNO,UNION,CÓRDOBA
COLONIA EL BALQUIN,"-33,594585","-62,9826062",AREA SIN GOBIERNO,UNION,CÓRDOBA
COLONIA EL PIQUILLIN,"-32,783660703","-62,807724497",AREA SIN GOBIERNO,UNION,CÓRDOBA
COLONIA CORRAL DEL BAJO,"-32,0755992","-62,800031",AREA SIN GOBIERNO,UNION,CÓRDOBA
CAMPO LAS CHACRAS,"-32,774095601","-62,721423967",AREA SIN GOBIERNO,UNION,CÓRDOBA
CUATRO CAMINOS,"-32,71482226","-62,592300765",AREA SIN GOBIERNO,UNION,CÓRDOBA
POTRO MUERTO,"-32,120219367","-62,428029601",AREA SIN GOBIERNO,UNION,CÓRDOBA
EL UCLE,"-32,106007745","-62,662229286",AREA SIN GOBIERNO,UNION,CÓRDOBA
CORRAL DEL BAJO,"-32,073730469","-62,803035736",AREA SIN GOBIERNO,UNION,CÓRDOBA
CAMPO VIONNET,"-32,475955474","-63,02852347",AREA SIN GOBIERNO,UNION,CÓRDOBA
COLONIA PICO CHACO,"-32,38023581","-62,789546484",AREA SIN GOBIERNO,UNION,CÓRDOBA
RAMON J. CARCANO,"-32,491108912","-63,102807514",AREA SIN GOBIERNO,UNION,CÓRDOBA
COLONIA LA LOLA,"-33,730895616","-62,785148672",AREA SIN GOBIERNO,UNION,CÓRDOBA
COLONIA LA CELINA,"-33,7998069","-62,9152446",AREA SIN GOBIERNO,UNION,CÓRDOBA
COLONIA EL DESCANSO,"-32,188166049","-62,722882956",AREA SIN GOBIERNO,UNION,CÓRDOBA
CNIA NORTE,"-32,5153117","-62,8032808",AREA SIN GOBIERNO,UNION,CÓRDOBA
COLONIA ESPERANZA,"-32,6391643","-62,8533637",AREA SIN GOBIERNO,UNION,CÓRDOBA
COLONIA CORRAL DE GUARDIA,"-32,032381317","-62,631689462",AREA SIN GOBIERNO,UNION,CÓRDOBA
CAMPO SANTA ELENA,"-33,137123485","-62,959982987",AREA SIN GOBIERNO,UNION,CÓRDOBA
COLONIA LA LEONCITA,"-32,118394115","-62,562812241",AREA SIN GOBIERNO,UNION,CÓRDOBA
CAMPO SAN ELIAS,"-33,234234193","-62,876571583",AREA SIN GOBIERNO,UNION,CÓRDOBA
CAMPO LA LUISITA,"-32,9980972","-62,7185441",AREA SIN GOBIERNO,UNION,CÓRDOBA
CAMPO LOS GALGOS,"-33,152621585","-62,682291088",AREA SIN GOBIERNO,UNION,CÓRDOBA
CAMPO CRESPO-P/BALLESTERS,"-32,4378502","-62,9397616",AREA SIN GOBIERNO,UNION,CÓRDOBA
CAMPO YANZI,"-32,46431231","-62,742529038",AREA SIN GOBIERNO,UNION,CÓRDOBA
COLONIA SANTA RITA,"-33,036563276","-63,019451004",AREA SIN GOBIERNO,UNION,CÓRDOBA
LUCA,"-32,54019796","-63,476253638",LUCA,GENERAL SAN MARTIN,CÓRDOBA
ENRIQUE CARBO,"-33,147848356","-59,208940114",ENRIQUE CARBO,GUALEGUAYCHU,ENTRE RÍOS
ALARCON,"-33,154505087","-58,988901125",ENRIQUE CARBO,GUALEGUAYCHU,ENTRE RÍOS
GENERAL RACEDO,"-31,984016449","-60,408391229",EL CARMEN - ESTACION RACEDO,DIAMANTE,ENTRE RÍOS
CARCEL,"-23,817407608","-65,53327179",TUMBAYA,TUMBAYA,JUJUY
PUNTA CORRAL,"-23,717283249","-65,387329102",TUMBAYA,TUMBAYA,JUJUY
COIRURO,"-23,887716293","-65,457740784",TUMBAYA,TUMBAYA,JUJUY
AGUA BENDITA,"-23,832056045","-65,475578308",TUMBAYA,TUMBAYA,JUJUY
TUMBAYA,"-23,85230341","-65,467254668",TUMBAYA,TUMBAYA,JUJUY
TUMBAYA GRANDE,"-23,83077","-65,48998",TUMBAYA,TUMBAYA,JUJUY
LEONES,"-32,658391411","-62,299914625",LEONES,MARCOS JUAREZ,CÓRDOBA
EL PALMAR,"-25,289866904","-60,686208931",MIRAFLORES,GENERAL GUEMES,CHACO
GUEMES,"-25,77302557","-60,81551973",MIRAFLORES,GENERAL GUEMES,CHACO
LA ARMONIA,"-25,18170007","-61,09499711",MIRAFLORES,GENERAL GUEMES,CHACO
EL QUEBRACHO,"-25,237790917","-61,280372493",MIRAFLORES,GENERAL GUEMES,CHACO
LOTE 126,"-25,67820965","-60,95518998",MIRAFLORES,GENERAL GUEMES,CHACO
EL DESCANSO,"-25,640911181","-61,01546461",MIRAFLORES,GENERAL GUEMES,CHACO
LA GRINGA,"-25,3091259","-60,987510681",MIRAFLORES,GENERAL GUEMES,CHACO
LOS CIENAGOS,"-25,141615154","-61,258010943",MIRAFLORES,GENERAL GUEMES,CHACO
4 DE FEBRERO,"-25,574103686","-60,791869365",MIRAFLORES,GENERAL GUEMES,CHACO
LOS PEREYRAS,"-25,47515938","-61,1766573",MIRAFLORES,GENERAL GUEMES,CHACO
TORRE DEL MIRADOR,"-25,563774649","-61,294017692",MIRAFLORES,GENERAL GUEMES,CHACO
MONTE CASEROS,"-25,594114857","-61,094311639",MIRAFLORES,GENERAL GUEMES,CHACO
POZO EL ZAPALLAR,"-25,271381348","-60,853594364",MIRAFLORES,GENERAL GUEMES,CHACO
EL MOJO,"-25,213444695","-60,641178364",MIRAFLORES,GENERAL GUEMES,CHACO
CRUCE PEÑALOZA,"-25,4759368","-61,09373572",MIRAFLORES,GENERAL GUEMES,CHACO
LAS MARGARITAS,"-25,67516433","-61,19567793",MIRAFLORES,GENERAL GUEMES,CHACO
ROSALES,"-25,298093796","-61,174240112",MIRAFLORES,GENERAL GUEMES,CHACO
CENTRAL NORTE,"-25,61122223","-60,9338287",MIRAFLORES,GENERAL GUEMES,CHACO
POZO DE LA PAVA,"-25,42782402","-60,93699646",MIRAFLORES,GENERAL GUEMES,CHACO
LAS CUATRO BOCAS,"-25,7529841","-60,87629431",MIRAFLORES,GENERAL GUEMES,CHACO
EL MILAGRO,"-25,49876282","-61,02292096",MIRAFLORES,GENERAL GUEMES,CHACO
LOS PLACERES,"-25,481537794","-61,282597106",MIRAFLORES,GENERAL GUEMES,CHACO
POZO DE LA MULA,"-25,28162384","-61,056972504",MIRAFLORES,GENERAL GUEMES,CHACO
MANANTIALES,"-25,149277968","-60,730189967",MIRAFLORES,GENERAL GUEMES,CHACO
LA ESMERALDA,"-25,346116117","-60,786686769",MIRAFLORES,GENERAL GUEMES,CHACO
POZO DEL NEGRO,"-25,210477829","-61,119625092",MIRAFLORES,GENERAL GUEMES,CHACO
BALBUENA,"-25,722097369","-60,976436298",MIRAFLORES,GENERAL GUEMES,CHACO
MIRAFLORES,"-25,648933497","-60,93004019",MIRAFLORES,GENERAL GUEMES,CHACO
EL RETIRO,"-25,588741645","-60,968009238",MIRAFLORES,GENERAL GUEMES,CHACO
CAMPO LA CHINA,"-25,477611131","-60,977506302",MIRAFLORES,GENERAL GUEMES,CHACO
LA MEDIA LUNA,"-25,212692574","-60,86084485",MIRAFLORES,GENERAL GUEMES,CHACO
1° DE MAYO,"-25,704138218","-61,031502727",MIRAFLORES,GENERAL GUEMES,CHACO
PASO DE LA CRUZ,"-25,261796","-61,077585",MIRAFLORES,GENERAL GUEMES,CHACO
LOTE 76,"-25,64150311","-60,94504947",MIRAFLORES,GENERAL GUEMES,CHACO
SANTA VICTORIA,"-25,496005445","-60,889394154",MIRAFLORES,GENERAL GUEMES,CHACO
PALO MARCADO,"-25,404797274","-60,728636526",MIRAFLORES,GENERAL GUEMES,CHACO
TECHAT,"-25,547068796","-60,894028391",MIRAFLORES,GENERAL GUEMES,CHACO
LOTE 71,"-25,642583286","-60,904380382",MIRAFLORES,GENERAL GUEMES,CHACO
LAS PUERTAS,"-25,566435584","-61,157420602",MIRAFLORES,GENERAL GUEMES,CHACO
POZO LA GRINGA,"-25,316372823","-60,984442425",MIRAFLORES,GENERAL GUEMES,CHACO
EL CAÑON,"-25,73502646","-60,93668274",MIRAFLORES,GENERAL GUEMES,CHACO
LAS HACHERAS,"-25,389855618","-60,988590012",MIRAFLORES,GENERAL GUEMES,CHACO
LOS QUIRQUINCHOS,"-25,696930564","-60,917099133",MIRAFLORES,GENERAL GUEMES,CHACO
YAPEYU,"-25,708138208","-60,865919548",MIRAFLORES,GENERAL GUEMES,CHACO
LA CHEOGUE,"-25,551770832","-60,842660618",MIRAFLORES,GENERAL GUEMES,CHACO
NUEVA UNION,"-25,73468399","-61,011539459",MIRAFLORES,GENERAL GUEMES,CHACO
BAJADA ALTA,"-25,38190432","-60,892793566",MIRAFLORES,GENERAL GUEMES,CHACO
EL ALGARROBO,"-25,645636017","-61,173217677",MIRAFLORES,GENERAL GUEMES,CHACO
BAJO HONDO,"-25,122100706","-61,200023375",MIRAFLORES,GENERAL GUEMES,CHACO
EL QUEBRACHO BALEADO,"-25,355828739","-60,920490357",MIRAFLORES,GENERAL GUEMES,CHACO
SAN LORENZO,"-25,69571207","-61,09074212",MIRAFLORES,GENERAL GUEMES,CHACO
LOS ROSALES,"-25,31201469","-61,17818046",MIRAFLORES,GENERAL GUEMES,CHACO
LAS CHACRAS,"-31,291504473","-64,116614974",COLONIA TIROLESA,COLON,CÓRDOBA
EL VERGEL,"-31,25832604","-64,074634547",COLONIA TIROLESA,COLON,CÓRDOBA
ESTACION COLONIA TIROLESA,"-31,27355505","-64,015054573",COLONIA TIROLESA,COLON,CÓRDOBA
EL QUEBRACHAL,"-31,321594188","-64,060362899",COLONIA TIROLESA,COLON,CÓRDOBA
COLONIA LOS ALGARROBOS,"-31,256244809","-63,953403942",COLONIA TIROLESA,COLON,CÓRDOBA
LA CORINA,"-31,297188","-64,1435174",COLONIA TIROLESA,COLON,CÓRDOBA
COLONIA RIO CHICO,"-31,272163391","-64,026573181",COLONIA TIROLESA,COLON,CÓRDOBA
COLONIA TIROLESA,"-31,235785928","-64,067254101",COLONIA TIROLESA,COLON,CÓRDOBA
SANTA ELENA,"-31,259305801","-64,075318964",COLONIA TIROLESA,COLON,CÓRDOBA
LA PUERTA,"-31,14193006","-64,040218817",COLONIA TIROLESA,COLON,CÓRDOBA
LAS AVISPAS,"-29,895312796","-61,291199245",LAS AVISPAS,SAN CRISTOBAL,SANTA FE
LABORDEBOY,"-33,719652745","-61,314920817",LABORDEBOY,GENERAL LOPEZ,SANTA FE
GENERAL GELLY,"-33,601843491","-60,598938352",GENERAL GELLY,CONSTITUCION,SANTA FE
CAMPO FONDATO,"-33,611016425","-60,525991594",GENERAL GELLY,CONSTITUCION,SANTA FE
CAMPO GHIANO,"-32,2424536","-61,6430165",EL TREBOL,SAN MARTIN,SANTA FE
CAMPO ULLA,"-32,263337897","-61,75813468",EL TREBOL,SAN MARTIN,SANTA FE
EL TREBOL,"-32,203024246","-61,702894491",EL TREBOL,SAN MARTIN,SANTA FE
CAMPO RIBERI,"-32,23693962","-61,58475561",EL TREBOL,SAN MARTIN,SANTA FE
POTRERILLOS,"-26,070972443","-65,475334167",EL JARDIN,LA CANDELARIA,SALTA
EL JARDIN,"-26,09388342","-65,413841562",EL JARDIN,LA CANDELARIA,SALTA
LOZADA,"-31,648454532","-64,089979611",LOZADA,SANTA MARÍA,CÓRDOBA
SALSIPUEDES,"-31,134926931","-64,287333107",SALSIPUEDES,COLON,CÓRDOBA
LA ESTANCITA,"-31,113978708","-64,365991909",SALSIPUEDES,COLON,CÓRDOBA
EL PUEBLITO,"-31,106556412","-64,297194511",SALSIPUEDES,COLON,CÓRDOBA
LA JAULA,"-34,66436573","-69,3184",SAN CARLOS,SAN CARLOS,MENDOZA
CAPIZ,"-33,670943614","-68,98052274",SAN CARLOS,SAN CARLOS,MENDOZA
SAN CARLOS,"-33,774449456","-69,049090918",SAN CARLOS,SAN CARLOS,MENDOZA
PAREDITAS,"-33,945256304","-69,082485903",SAN CARLOS,SAN CARLOS,MENDOZA
CHILECITO,"-33,893402097","-69,080463358",SAN CARLOS,SAN CARLOS,MENDOZA
EL PARRAL,"-34,011520386","-69,14201355",SAN CARLOS,SAN CARLOS,MENDOZA
PIEDRAS BLANCAS,"-33,97281823","-69,10149772",SAN CARLOS,SAN CARLOS,MENDOZA
TRES ESQUINAS,"-33,82490815","-69,05606379",SAN CARLOS,SAN CARLOS,MENDOZA
LA CONSULTA,"-33,738675738","-69,128125565",SAN CARLOS,SAN CARLOS,MENDOZA
BARRIO EL CEPILLO,"-33,838653381","-69,130349722",SAN CARLOS,SAN CARLOS,MENDOZA
PASO DE LAS CARRETAS,"-34,016553213","-69,032185491",SAN CARLOS,SAN CARLOS,MENDOZA
EUGENIO BUSTOS,"-33,785022449","-69,072904526",SAN CARLOS,SAN CARLOS,MENDOZA
EL CAPACHO,"-33,66641784","-69,04254797",SAN CARLOS,SAN CARLOS,MENDOZA
BARRIO CARRASCO,"-33,832106613","-69,049003207",SAN CARLOS,SAN CARLOS,MENDOZA
LOS ALAMITOS,"-34,059944153","-69,118385315",SAN CARLOS,SAN CARLOS,MENDOZA
VILLA EL CHACON,"-33,736912","-69,07205059",SAN CARLOS,SAN CARLOS,MENDOZA
CAMPAMENTO VILLEGAS,"-43,483531952","-66,1457901",AREA SIN GOBIERNO,GAIMAN,CHUBUT
SANTA TERESA,"-33,438547162","-60,791154277",SANTA TERESA,CONSTITUCION,SANTA FE
FRANCISCO PAZ,"-33,418814374","-60,866668094",SANTA TERESA,CONSTITUCION,SANTA FE
CHACHARRAMENDI,"-37,331814776","-65,650772795",CHACHARRAMENDI,UTRACAN,LA PAMPA
VALLE DAZA,"-37,069911957","-65,424552917",CHACHARRAMENDI,UTRACAN,LA PAMPA
BARRIO CHIVILCOY,"-33,041146736","-68,354152737",SAN MARTIN,SAN MARTIN,MENDOZA
EL DIVISADERO,"-32,868529915","-68,32065226",SAN MARTIN,SAN MARTIN,MENDOZA
BUEN ORDEN,"-33,096786738","-68,430821201",SAN MARTIN,SAN MARTIN,MENDOZA
MONTECASEROS,"-33,010996635","-68,393680127",SAN MARTIN,SAN MARTIN,MENDOZA
BARRIO LA ESTACION,"-33,155290161","-68,354362164",SAN MARTIN,SAN MARTIN,MENDOZA
CHAPANAY,"-32,98011773","-68,476525384",SAN MARTIN,SAN MARTIN,MENDOZA
BARRIO NTRA. SRA. DE FATIMA,"-33,130971482","-68,351277983",SAN MARTIN,SAN MARTIN,MENDOZA
TRES PORTEÑAS,"-32,899480178","-68,399096289",SAN MARTIN,SAN MARTIN,MENDOZA
CHIVILCOY,"-33,038335583","-68,45940294",SAN MARTIN,SAN MARTIN,MENDOZA
BARRIO LOS CHARABONES,"-32,978511568","-68,305101824",SAN MARTIN,SAN MARTIN,MENDOZA
ALTO VERDE,"-33,119503739","-68,418021896",SAN MARTIN,SAN MARTIN,MENDOZA
CIUDAD DE SAN MARTIN,"-33,073217803","-68,460512551",SAN MARTIN,SAN MARTIN,MENDOZA
EL RAMBLON,"-33,161770974","-68,295484426",SAN MARTIN,SAN MARTIN,MENDOZA
BARRIO EMANUEL,"-32,846855596","-68,410019923",SAN MARTIN,SAN MARTIN,MENDOZA
VILLA CENTENARIO,"-33,085887909","-68,448974609",SAN MARTIN,SAN MARTIN,MENDOZA
EL ESPINO,"-33,077333062","-68,39828382",SAN MARTIN,SAN MARTIN,MENDOZA
PALMIRA,"-33,049993282","-68,549089678",SAN MARTIN,SAN MARTIN,MENDOZA
NUEVA CALIFORNIA,"-32,74506061","-68,335450804",SAN MARTIN,SAN MARTIN,MENDOZA
TRES ESQUINAS,"-33,020016735","-68,39828469",SAN MARTIN,SAN MARTIN,MENDOZA
ALTO SALVADOR,"-33,035971682","-68,47084072",SAN MARTIN,SAN MARTIN,MENDOZA
COLONIA LAMBARE,"-33,053769055","-68,277002899",SAN MARTIN,SAN MARTIN,MENDOZA
EL RINCON,"-42,518827788","-71,438412841",CHOLILA,CUSHAMEN,CHUBUT
EL BLANCO,"-42,46413206","-71,44447184",CHOLILA,CUSHAMEN,CHUBUT
EL CAJON,"-42,467824552","-71,357360187",CHOLILA,CUSHAMEN,CHUBUT
CHOLILA,"-42,510531365","-71,435154829",CHOLILA,CUSHAMEN,CHUBUT
VILLA LAGO RIVADAVIA,"-42,56195994","-71,59802269",CHOLILA,CUSHAMEN,CHUBUT
LA PUERTA,"-30,892605116","-63,253271201",LA PUERTA,RIO PRIMERO,CÓRDOBA
PINTOS,"-30,956590882","-64,611907399",LA CUMBRE,PUNILLA,CÓRDOBA
EL ROSARIO,"-30,992074966","-64,447227478",LA CUMBRE,PUNILLA,CÓRDOBA
LA CUMBRE,"-30,979246152","-64,490908714",LA CUMBRE,PUNILLA,CÓRDOBA
VILLA TERCERA,"-26,891469273","-65,013182212",LOS RALOS,CRUZ ALTA,TUCUMÁN
EX INGENIO LOS RALOS,"-26,877099845","-64,974898751",LOS RALOS,CRUZ ALTA,TUCUMÁN
LAS MERCEDES,"-26,910024643","-64,998146057",LOS RALOS,CRUZ ALTA,TUCUMÁN
VILLA RECASTE,"-26,886808405","-65,007435603",LOS RALOS,CRUZ ALTA,TUCUMÁN
CAMPO LA FLOR,"-26,95146","-65,01144",LOS RALOS,CRUZ ALTA,TUCUMÁN
RUTA 5 KM 132,"-34,802573066","-59,735773749",SUIPACHA,SUIPACHA,BUENOS AIRES
SUIPACHA,"-34,771261784","-59,687918182",SUIPACHA,SUIPACHA,BUENOS AIRES
GENERAL RIVAS,"-34,610037068","-59,750423421",SUIPACHA,SUIPACHA,BUENOS AIRES
LOS CARDALES,"-34,8524384","-59,727194",SUIPACHA,SUIPACHA,BUENOS AIRES
CUARTEL VIII,"-34,782941448","-59,556606682",SUIPACHA,SUIPACHA,BUENOS AIRES
ESTACION LA NEGRA,"-34,6532056","-59,8279581",SUIPACHA,SUIPACHA,BUENOS AIRES
LA DULCE,"-34,896172884","-59,618020061",SUIPACHA,SUIPACHA,BUENOS AIRES
CUARTEL IX,"-34,8439555","-59,5955827",SUIPACHA,SUIPACHA,BUENOS AIRES
CUARTEL IV,"-34,7224296","-59,7512909",SUIPACHA,SUIPACHA,BUENOS AIRES
FORTIN ARENALES,"-28,8541597","-59,699156",LANTERI,GENERAL OBLIGADO,SANTA FE
CAMPO BONAZOLA,"-28,796693479","-59,691840854",LANTERI,GENERAL OBLIGADO,SANTA FE
LAS TAPERITAS,"-28,8612678","-59,7337052",LANTERI,GENERAL OBLIGADO,SANTA FE
LANTERI,"-28,842970621","-59,637928772",LANTERI,GENERAL OBLIGADO,SANTA FE
CAMPO SIETE PROVINCIAS,"-28,888199101","-59,766199716",LANTERI,GENERAL OBLIGADO,SANTA FE
FLOR DE ORO,"-28,92052269","-59,657196045",LANTERI,GENERAL OBLIGADO,SANTA FE
LA BRITANICA,"-28,843116269","-59,566355827",LANTERI,GENERAL OBLIGADO,SANTA FE
DIVISADERO,"-26,10228924","-66,015506705",CAFAYATE,CAFAYATE,SALTA
YACOCHUYA,"-26,042573353","-66,018255919",CAFAYATE,CAFAYATE,SALTA
EL PASO,"-25,989030838","-65,783988953",CAFAYATE,CAFAYATE,SALTA
LAS CONCHAS,"-25,99422315","-65,82933223",CAFAYATE,CAFAYATE,SALTA
CAFAYATE,"-26,076538436","-65,986289732",CAFAYATE,CAFAYATE,SALTA
SANTA BARBARA,"-25,928335652","-65,71896432",CAFAYATE,CAFAYATE,SALTA
TOLOMBOM,"-26,202957468","-65,946795771",CAFAYATE,CAFAYATE,SALTA
OJEDA,"-35,306827769","-64,005472555",ALTA ITALIA,REALICO,LA PAMPA
ALTA ITALIA,"-35,333859555","-64,118240536",ALTA ITALIA,REALICO,LA PAMPA
CAMPO GALLO,"-26,58141906","-62,826200321",CAMPO GALLO,ALBERDI,SANTIAGO DEL ESTERO
CAITA TORO,"-40,286151886","-66,82636261",AREA SIN GOBIERNO,VALCHETA,RÍO NEGRO
CHANQUIN,"-40,725391388","-66,314201355",AREA SIN GOBIERNO,VALCHETA,RÍO NEGRO
SAN ANTONIO,"-26,167814399","-58,210542984",FORMOSA,FORMOSA,FORMOSA
ISLA OCA,"-26,214321329","-58,196192898",FORMOSA,FORMOSA,FORMOSA
COLONIA FORMOSA,"-26,175888062","-58,231647491",FORMOSA,FORMOSA,FORMOSA
LA COLONIA,"-26,157927217","-58,189651129",FORMOSA,FORMOSA,FORMOSA
FORMOSA,"-26,182822306","-58,173393055",FORMOSA,FORMOSA,FORMOSA
GARRIDO,"-37,841876612","-58,755234671",LOBERIA,LOBERIA,BUENOS AIRES
LAVALLE,"-38,1041853","-58,9135956",LOBERIA,LOBERIA,BUENOS AIRES
EL EDEN,"-38,067905427","-58,402553577",LOBERIA,LOBERIA,BUENOS AIRES
LA LOMA,"-37,9713408","-58,5655521",LOBERIA,LOBERIA,BUENOS AIRES
PIERES,"-38,396230618","-58,670580007",LOBERIA,LOBERIA,BUENOS AIRES
EL MORO,"-38,109558931","-58,574535909",LOBERIA,LOBERIA,BUENOS AIRES
